,T,lambda,gamma,strategy
37256,20,0.5,11,80
37257,20,0.5,11,60
37258,20,0.5,11,70
37259,20,0.5,11,70
37260,20,0.5,11,80
37261,20,0.5,11,70
37262,20,0.5,11,70
37263,20,0.5,11,70
37264,20,0.5,11,70
37265,20,0.5,11,70
37266,20,0.5,11,70
37267,20,0.5,11,70
37268,20,0.5,11,80
37269,20,0.5,11,50
37270,20,0.5,11,70
37271,20,0.5,11,70
37272,20,0.5,11,70
37273,20,0.5,11,80
37274,20,0.5,11,60
37275,20,0.5,11,80
37276,20,0.5,11,60
37277,20,0.5,11,50
37278,20,0.5,11,60
37279,20,0.5,11,70
37280,20,0.5,11,60
37281,20,0.5,11,70
37282,20,0.5,11,80
37283,20,0.5,11,70
37284,20,0.5,11,70
37285,20,0.5,11,70
37286,20,0.5,11,60
37287,20,0.5,11,80
37288,20,0.5,11,70
37289,20,0.5,11,70
37290,20,0.5,11,70
37291,20,0.5,11,80
37292,20,0.5,11,70
37293,20,0.5,11,60
37294,20,0.5,11,70
37295,20,0.5,11,60
37296,20,0.5,11,70
37297,20,0.5,11,60
37298,20,0.5,11,80
37299,20,0.5,11,70
37300,20,0.5,11,80
37301,20,0.5,11,60
37302,20,0.5,11,80
37303,20,0.5,11,70
37304,20,0.5,11,70
37305,20,0.5,11,80
37306,20,0.5,11,70
37307,20,0.5,11,80
37308,20,0.5,11,70
37309,20,0.5,11,60
37310,20,0.5,11,70
37311,20,0.5,11,70
37312,20,0.5,11,80
37313,20,0.5,11,60
37314,20,0.5,11,70
37315,20,0.5,11,60
37316,20,0.5,11,70
37317,20,0.5,11,70
37318,20,0.5,11,60
37319,20,0.5,11,60
37320,20,0.5,11,70
37321,20,0.5,11,60
37322,20,0.5,11,70
37323,20,0.5,11,70
37324,20,0.5,11,60
37325,20,0.5,11,70
37326,20,0.5,11,50
37327,20,0.5,11,60
37328,20,0.5,11,70
37329,20,0.5,11,70
37330,20,0.5,11,70
37331,20,0.5,11,70
37332,20,0.5,11,80
37333,20,0.5,11,70
37334,20,0.5,11,70
37335,20,0.5,11,70
37336,20,0.5,11,70
37337,20,0.5,11,60
37338,20,0.5,11,80
37339,20,0.5,11,60
37340,20,0.5,11,80
37341,20,0.5,11,70
37342,20,0.5,11,80
37343,20,0.5,11,80
37344,20,0.5,11,60
37345,20,0.5,11,60
37346,20,0.5,11,80
37347,20,0.5,11,80
37348,20,0.5,11,80
37349,20,0.5,11,60
37350,20,0.5,11,70
37351,20,0.5,11,80
37352,20,0.5,11,70
37353,20,0.5,11,60
37354,20,0.5,11,80
37355,20,0.5,11,80
37356,20,0.5,11,60
37357,20,0.5,11,60
37358,20,0.5,11,70
37359,20,0.5,11,60
37360,20,0.5,11,80
37361,20,0.5,11,70
37362,20,0.5,11,70
37363,20,0.5,11,70
37364,20,0.5,11,70
37365,20,0.5,11,70
37366,20,0.5,11,80
37367,20,0.5,11,50
37368,20,0.5,11,70
37369,20,0.5,11,70
37370,20,0.5,11,80
37371,20,0.5,11,60
37372,20,0.5,11,80
37373,20,0.5,11,80
37374,20,0.5,11,70
37375,20,0.5,11,60
37376,20,0.5,11,80
37377,20,0.5,11,70
37378,20,0.5,11,80
37379,20,0.5,11,50
37380,20,0.5,11,80
37381,20,0.5,11,80
37382,20,0.5,11,60
37383,20,0.5,11,60
37384,20,0.5,11,80
37385,20,0.5,11,80
37386,20,0.5,11,80
37387,20,0.5,11,50
37388,20,0.5,11,70
37389,20,0.5,11,80
37390,20,0.5,11,70
37391,20,0.5,11,70
37392,20,0.5,11,80
37393,20,0.5,11,70
37394,20,0.5,11,70
37395,20,0.5,11,80
37396,20,0.5,11,80
37397,20,0.5,11,80
37398,20,0.5,11,80
37399,20,0.5,11,70
37400,20,0.5,11,80
37401,20,0.5,11,80
37402,20,0.5,11,70
37403,20,0.5,11,80
37404,20,0.5,11,80
37405,20,0.5,11,80
37406,20,0.5,11,70
37407,20,0.5,11,80
37408,20,0.5,11,70
37409,20,0.5,11,70
37410,20,0.5,11,80
37411,20,0.5,11,70
37412,20,0.5,11,60
37413,20,0.5,11,80
37414,20,0.5,11,70
37415,20,0.5,11,70
37416,20,0.5,11,80
37417,20,0.5,11,70
37418,20,0.5,11,60
37419,20,0.5,11,80
37420,20,0.5,11,50
37421,20,0.5,11,40
37422,20,0.5,11,70
37423,20,0.5,11,80
37424,20,0.5,11,70
37425,20,0.5,11,70
37426,20,0.5,11,70
37427,20,0.5,11,80
37428,20,0.5,11,80
37429,20,0.5,11,80
37430,20,0.5,11,70
37431,20,0.5,11,60
37432,20,0.5,11,70
37433,20,0.5,11,70
37434,20,0.5,11,60
37435,20,0.5,11,70
37436,20,0.5,11,50
37437,20,0.5,11,70
37438,20,0.5,11,80
37439,20,0.5,11,70
37440,20,0.5,11,80
37441,20,0.5,11,70
37442,20,0.5,11,50
37443,20,0.5,11,70
37444,20,0.5,11,70
37445,20,0.5,11,80
37446,20,0.5,11,70
37447,20,0.5,11,60
37448,20,0.5,11,70
37449,20,0.5,11,60
37450,20,0.5,11,60
37451,20,0.5,11,80
37452,20,0.5,11,70
37453,20,0.5,11,80
37454,20,0.5,11,80
37455,20,0.5,11,80
37456,20,0.5,11,70
37457,20,0.5,11,70
37458,20,0.5,11,60
37459,20,0.5,11,80
37460,20,0.5,11,80
37461,20,0.5,11,70
37462,20,0.5,11,70
37463,20,0.5,11,70
37464,20,0.5,11,70
37465,20,0.5,11,70
37466,20,0.5,11,80
37467,20,0.5,11,50
37468,20,0.5,11,70
37469,20,0.5,11,60
37470,20,0.5,11,70
37471,20,0.5,11,60
37472,20,0.5,11,80
37473,20,0.5,11,80
37474,20,0.5,11,80
37475,20,0.5,11,80
37476,20,0.5,11,60
37477,20,0.5,11,80
37478,20,0.5,11,80
37479,20,0.5,11,60
37480,20,0.5,11,80
37481,20,0.5,11,60
37482,20,0.5,11,80
37483,20,0.5,11,70
37484,20,0.5,11,80
37485,20,0.5,11,80
37486,20,0.5,11,80
37487,20,0.5,11,70
37488,20,0.5,11,70
37489,20,0.5,11,70
37490,20,0.5,11,70
37491,20,0.5,11,70
37492,20,0.5,11,80
37493,20,0.5,11,80
37494,20,0.5,11,80
37495,20,0.5,11,70
37496,20,0.5,11,80
37497,20,0.5,11,70
37498,20,0.5,11,80
37499,20,0.5,11,70
37500,20,0.5,11,70
37501,20,0.5,11,60
37502,20,0.5,11,80
37503,20,0.5,11,80
37504,20,0.5,11,60
37505,20,0.5,11,80
37506,20,0.5,11,80
37507,20,0.5,11,60
37508,20,0.5,11,70
37509,20,0.5,11,80
37510,20,0.5,11,70
37511,20,0.5,11,80
37512,20,0.5,11,70
37513,20,0.5,11,60
37514,20,0.5,11,60
37515,20,0.5,11,70
37516,20,0.5,11,70
37517,20,0.5,11,60
37518,20,0.5,11,70
37519,20,0.5,11,80
37520,20,0.5,11,70
37521,20,0.5,11,70
37522,20,0.5,11,70
37523,20,0.5,11,70
37524,20,0.5,11,50
37525,20,0.5,11,60
37526,20,0.5,11,50
37527,20,0.5,11,80
37528,20,0.5,11,80
37529,20,0.5,11,60
37530,20,0.5,11,60
37531,20,0.5,11,80
37532,20,0.5,11,60
37533,20,0.5,11,70
37534,20,0.5,11,80
37535,20,0.5,11,80
37536,20,0.5,11,80
37537,20,0.5,11,60
37538,20,0.5,11,70
37539,20,0.5,11,80
37540,20,0.5,11,70
37541,20,0.5,11,50
37542,20,0.5,11,80
37543,20,0.5,11,80
37544,20,0.5,11,80
37545,20,0.5,11,80
37546,20,0.5,11,70
37547,20,0.5,11,80
37548,20,0.5,11,50
37549,20,0.5,11,60
37550,20,0.5,11,60
37551,20,0.5,11,70
37552,20,0.5,11,70
37553,20,0.5,11,80
37554,20,0.5,11,70
37555,20,0.5,11,70
37556,20,0.5,11,70
37557,20,0.5,11,70
37558,20,0.5,11,70
37559,20,0.5,11,60
37560,20,0.5,11,70
37561,20,0.5,11,70
37562,20,0.5,11,70
37563,20,0.5,11,80
37564,20,0.5,11,70
37565,20,0.5,11,70
37566,20,0.5,11,80
37567,20,0.5,11,60
37568,20,0.5,11,70
37569,20,0.5,11,60
37570,20,0.5,11,70
37571,20,0.5,11,60
37572,20,0.5,11,80
37573,20,0.5,11,60
37574,20,0.5,11,80
37575,20,0.5,11,70
37576,20,0.5,11,80
37577,20,0.5,11,70
37578,20,0.5,11,80
37579,20,0.5,11,80
37580,20,0.5,11,80
37581,20,0.5,11,70
37582,20,0.5,11,80
37583,20,0.5,11,70
37584,20,0.5,11,70
37585,20,0.5,11,60
37586,20,0.5,11,70
37587,20,0.5,11,60
37588,20,0.5,11,70
37589,20,0.5,11,60
37590,20,0.5,11,50
37591,20,0.5,11,70
37592,20,0.5,11,70
37593,20,0.5,11,70
37594,20,0.5,11,70
37595,20,0.5,11,60
37596,20,0.5,11,70
37597,20,0.5,11,60
37598,20,0.5,11,80
37599,20,0.5,11,70
37600,20,0.5,11,70
37601,20,0.5,11,80
37602,20,0.5,11,70
37603,20,0.5,11,80
37604,20,0.5,11,50
37605,20,0.5,11,70
37606,20,0.5,11,70
37607,20,0.5,11,70
37608,20,0.5,11,60
37609,20,0.5,11,80
37610,20,0.5,11,80
37611,20,0.5,11,70
37612,20,0.5,11,80
37613,20,0.5,11,80
37614,20,0.5,11,60
37615,20,0.5,11,70
37616,20,0.5,11,60
37617,20,0.5,11,70
37618,20,0.5,11,70
37619,20,0.5,11,60
37620,20,0.5,11,70
37621,20,0.5,11,70
37622,20,0.5,11,80
37623,20,0.5,11,80
37624,20,0.5,11,80
37625,20,0.5,11,70
37626,20,0.5,11,80
37627,20,0.5,11,80
37628,20,0.5,11,70
37629,20,0.5,11,70
37630,20,0.5,11,70
37631,20,0.5,11,70
37632,20,0.5,11,60
37633,20,0.5,11,80
37634,20,0.5,11,80
37635,20,0.5,11,70
37636,20,0.5,11,70
37637,20,0.5,11,70
37638,20,0.5,11,60
37639,20,0.5,11,80
37640,20,0.5,11,70
37641,20,0.5,11,60
37642,20,0.5,11,80
37643,20,0.5,11,70
37644,20,0.5,11,60
37645,20,0.5,11,70
37646,20,0.5,11,80
37647,20,0.5,11,60
37648,20,0.5,11,80
37649,20,0.5,11,70
37650,20,0.5,11,70
37651,20,0.5,11,70
37652,20,0.5,11,70
37653,20,0.5,11,60
37654,20,0.5,11,70
37655,20,0.5,11,70
37656,20,0.5,11,70
37657,20,0.5,11,70
37658,20,0.5,11,80
37659,20,0.5,11,70
37660,20,0.5,11,60
37661,20,0.5,11,80
37662,20,0.5,11,70
37663,20,0.5,11,80
37664,20,0.5,11,80
37665,20,0.5,11,70
37666,20,0.5,11,50
37667,20,0.5,11,50
37668,20,0.5,11,60
37669,20,0.5,11,70
37670,20,0.5,11,70
37671,20,0.5,11,70
37672,20,0.5,11,70
37673,20,0.5,11,80
37674,20,0.5,11,60
37675,20,0.5,11,70
37676,20,0.5,11,70
37677,20,0.5,11,40
37678,20,0.5,11,50
37679,20,0.5,11,60
37680,20,0.5,11,70
37681,20,0.5,11,70
37682,20,0.5,11,70
37683,20,0.5,11,80
37684,20,0.5,11,70
37685,20,0.5,11,80
37686,20,0.5,11,70
37687,20,0.5,11,80
37688,20,0.5,11,80
37689,20,0.5,11,80
37690,20,0.5,11,60
37691,20,0.5,11,70
37692,20,0.5,11,70
37693,20,0.5,11,80
37694,20,0.5,11,80
37695,20,0.5,11,80
37696,20,0.5,11,60
37697,20,0.5,11,70
37698,20,0.5,11,70
37699,20,0.5,11,80
37700,20,0.5,11,80
37701,20,0.5,11,70
37702,20,0.5,11,80
37703,20,0.5,11,70
37704,20,0.5,11,60
37705,20,0.5,11,60
37706,20,0.5,11,70
37707,20,0.5,11,60
37708,20,0.5,11,70
37709,20,0.5,11,70
37710,20,0.5,11,60
37711,20,0.5,11,70
37712,20,0.5,11,70
37713,20,0.5,11,50
37714,20,0.5,11,70
37715,20,0.5,11,60
37716,20,0.5,11,70
37717,20,0.5,11,60
37718,20,0.5,11,60
37719,20,0.5,11,80
37720,20,0.5,11,80
37721,20,0.5,11,80
37722,20,0.5,11,60
37723,20,0.5,11,60
37724,20,0.5,11,60
37725,20,0.5,11,70
37726,20,0.5,11,80
37727,20,0.5,11,70
37728,20,0.5,11,70
37729,20,0.5,11,60
37730,20,0.5,11,80
37731,20,0.5,11,80
37732,20,0.5,11,70
37733,20,0.5,11,80
37734,20,0.5,11,70
37735,20,0.5,11,60
37736,20,0.5,11,70
37737,20,0.5,11,80
37738,20,0.5,11,80
37739,20,0.5,11,70
37740,20,0.5,11,60
37741,20,0.5,11,80
37742,20,0.5,11,40
37743,20,0.5,11,70
37744,20,0.5,11,70
37745,20,0.5,11,70
37746,20,0.5,11,70
37747,20,0.5,11,80
37748,20,0.5,11,70
37749,20,0.5,11,60
37750,20,0.5,11,80
37751,20,0.5,11,70
37752,20,0.5,11,70
37753,20,0.5,11,80
37754,20,0.5,11,80
37755,20,0.5,11,60
37756,20,0.5,11,80
37757,20,0.5,11,60
37758,20,0.5,11,70
37759,20,0.5,11,80
37760,20,0.5,11,50
37761,20,0.5,11,60
37762,20,0.5,11,70
37763,20,0.5,11,70
37764,20,0.5,11,80
37765,20,0.5,11,60
37766,20,0.5,11,70
37767,20,0.5,11,80
37768,20,0.5,11,70
37769,20,0.5,11,70
37770,20,0.5,11,70
37771,20,0.5,11,70
37772,20,0.5,11,70
37773,20,0.5,11,70
37774,20,0.5,11,70
37775,20,0.5,11,80
37776,20,0.5,11,50
37777,20,0.5,11,60
37778,20,0.5,11,50
37779,20,0.5,11,60
37780,20,0.5,11,70
37781,20,0.5,11,80
37782,20,0.5,11,80
37783,20,0.5,11,60
37784,20,0.5,11,80
37785,20,0.5,11,70
37786,20,0.5,11,60
37787,20,0.5,11,80
37788,20,0.5,11,70
37789,20,0.5,11,70
37790,20,0.5,11,80
37791,20,0.5,11,50
37792,20,0.5,11,70
37793,20,0.5,11,60
37794,20,0.5,11,80
37795,20,0.5,11,70
37796,20,0.5,11,80
37797,20,0.5,11,80
37798,20,0.5,11,70
37799,20,0.5,11,70
37800,20,0.5,11,80
37801,20,0.5,11,80
37802,20,0.5,11,70
37803,20,0.5,11,50
37804,20,0.5,11,70
37805,20,0.5,11,70
37806,20,0.5,11,70
37807,20,0.5,11,70
37808,20,0.5,11,70
37809,20,0.5,11,80
37810,20,0.5,11,70
37811,20,0.5,11,80
37812,20,0.5,11,70
37813,20,0.5,11,80
37814,20,0.5,11,70
37815,20,0.5,11,60
37816,20,0.5,11,80
37817,20,0.5,11,80
37818,20,0.5,11,70
37819,20,0.5,11,70
37820,20,0.5,11,80
37821,20,0.5,11,70
37822,20,0.5,11,70
37823,20,0.5,11,70
37824,20,0.5,11,70
37825,20,0.5,11,50
37826,20,0.5,11,60
37827,20,0.5,11,80
37828,20,0.5,11,80
37829,20,0.5,11,80
37830,20,0.5,11,80
37831,20,0.5,11,40
37832,20,0.5,11,70
37833,20,0.5,11,50
37834,20,0.5,11,70
37835,20,0.5,11,70
37836,20,0.5,11,80
37837,20,0.5,11,60
37838,20,0.5,11,80
37839,20,0.5,11,80
37840,20,0.5,11,70
37841,20,0.5,11,60
37842,20,0.5,11,70
37843,20,0.5,11,70
37844,20,0.5,11,70
37845,20,0.5,11,70
37846,20,0.5,11,70
37847,20,0.5,11,70
37848,20,0.5,11,70
37849,20,0.5,11,80
37850,20,0.5,11,80
37851,20,0.5,11,60
37852,20,0.5,11,70
37853,20,0.5,11,70
37854,20,0.5,11,70
37855,20,0.5,11,70
37856,20,0.5,11,70
37857,20,0.5,11,70
37858,20,0.5,11,70
37859,20,0.5,11,60
37860,20,0.5,11,60
37861,20,0.5,11,70
37862,20,0.5,11,70
37863,20,0.5,11,70
37864,20,0.5,11,80
37865,20,0.5,11,60
37866,20,0.5,11,80
37867,20,0.5,11,80
37868,20,0.5,11,50
37869,20,0.5,11,60
37870,20,0.5,11,80
37871,20,0.5,11,70
37872,20,0.5,11,80
37873,20,0.5,11,70
37874,20,0.5,11,80
37875,20,0.5,11,70
37876,20,0.5,11,80
37877,20,0.5,11,80
37878,20,0.5,11,70
37879,20,0.5,11,80
37880,20,0.5,11,80
37881,20,0.5,11,70
37882,20,0.5,11,70
37883,20,0.5,11,70
37884,20,0.5,11,60
37885,20,0.5,11,70
37886,20,0.5,11,80
37887,20,0.5,11,70
37888,20,0.5,11,70
37889,20,0.5,11,70
37890,20,0.5,11,70
37891,20,0.5,11,70
37892,20,0.5,11,60
37893,20,0.5,11,70
37894,20,0.5,11,70
37895,20,0.5,11,60
37896,20,0.5,11,70
37897,20,0.5,11,70
37898,20,0.5,11,70
37899,20,0.5,11,70
37900,20,0.5,11,60
37901,20,0.5,11,80
37902,20,0.5,11,70
37903,20,0.5,11,60
37904,20,0.5,11,80
37905,20,0.5,11,80
37906,20,0.5,11,80
37907,20,0.5,11,70
37908,20,0.5,11,60
37909,20,0.5,11,50
37910,20,0.5,11,70
37911,20,0.5,11,50
37912,20,0.5,11,60
37913,20,0.5,11,50
37914,20,0.5,11,80
37915,20,0.5,11,50
37916,20,0.5,11,80
37917,20,0.5,11,70
37918,20,0.5,11,70
37919,20,0.5,11,80
37920,20,0.5,11,70
37921,20,0.5,11,80
37922,20,0.5,11,70
37923,20,0.5,11,70
37924,20,0.5,11,80
37925,20,0.5,11,70
37926,20,0.5,11,80
37927,20,0.5,11,70
37928,20,0.5,11,80
37929,20,0.5,11,60
37930,20,0.5,11,80
37931,20,0.5,11,80
37932,20,0.5,11,70
37933,20,0.5,11,70
37934,20,0.5,11,70
37935,20,0.5,11,80
37936,20,0.5,11,80
37937,20,0.5,11,50
37938,20,0.5,11,70
37939,20,0.5,11,80
37940,20,0.5,11,80
37941,20,0.5,11,70
37942,20,0.5,11,80
37943,20,0.5,11,60
37944,20,0.5,11,60
37945,20,0.5,11,80
37946,20,0.5,11,80
37947,20,0.5,11,80
37948,20,0.5,11,80
37949,20,0.5,11,70
37950,20,0.5,11,80
37951,20,0.5,11,70
37952,20,0.5,11,70
37953,20,0.5,11,80
37954,20,0.5,11,80
37955,20,0.5,11,60
37956,20,0.5,11,80
37957,20,0.5,11,80
37958,20,0.5,11,50
37959,20,0.5,11,70
37960,20,0.5,11,60
37961,20,0.5,11,80
37962,20,0.5,11,70
37963,20,0.5,11,80
37964,20,0.5,11,70
37965,20,0.5,11,60
37966,20,0.5,11,80
37967,20,0.5,11,70
37968,20,0.5,11,70
37969,20,0.5,11,70
37970,20,0.5,11,70
37971,20,0.5,11,80
37972,20,0.5,11,70
37973,20,0.5,11,70
37974,20,0.5,11,70
37975,20,0.5,11,70
37976,20,0.5,11,70
37977,20,0.5,11,60
37978,20,0.5,11,70
37979,20,0.5,11,70
37980,20,0.5,11,80
37981,20,0.5,11,70
37982,20,0.5,11,70
37983,20,0.5,11,80
37984,20,0.5,11,80
37985,20,0.5,11,80
37986,20,0.5,11,70
37987,20,0.5,11,80
37988,20,0.5,11,70
37989,20,0.5,11,60
37990,20,0.5,11,70
37991,20,0.5,11,80
37992,20,0.5,11,80
37993,20,0.5,11,50
37994,20,0.5,11,80
37995,20,0.5,11,70
37996,20,0.5,11,70
37997,20,0.5,11,80
37998,20,0.5,11,80
37999,20,0.5,11,80
38000,20,0.5,11,60
38001,20,0.5,11,70
38002,20,0.5,11,70
38003,20,0.5,11,70
38004,20,0.5,11,70
38005,20,0.5,11,70
38006,20,0.5,11,70
38007,20,0.5,11,50
38008,20,0.5,11,70
38009,20,0.5,11,80
38010,20,0.5,11,50
38011,20,0.5,11,80
38012,20,0.5,11,60
38013,20,0.5,11,80
38014,20,0.5,11,70
38015,20,0.5,11,70
38016,20,0.5,11,80
38017,20,0.5,11,50
38018,20,0.5,11,80
38019,20,0.5,11,70
38020,20,0.5,11,70
38021,20,0.5,11,60
38022,20,0.5,11,70
38023,20,0.5,11,60
38024,20,0.5,11,70
38025,20,0.5,11,50
38026,20,0.5,11,80
38027,20,0.5,11,40
38028,20,0.5,11,60
38029,20,0.5,11,80
38030,20,0.5,11,80
38031,20,0.5,11,80
38032,20,0.5,11,70
38033,20,0.5,11,60
38034,20,0.5,11,70
38035,20,0.5,11,80
38036,20,0.5,11,70
38037,20,0.5,11,60
38038,20,0.5,11,60
38039,20,0.5,11,60
38040,20,0.5,11,70
38041,20,0.5,11,70
38042,20,0.5,11,70
38043,20,0.5,11,70
38044,20,0.5,11,70
38045,20,0.5,11,70
38046,20,0.5,11,80
38047,20,0.5,11,70
38048,20,0.5,11,80
38049,20,0.5,11,60
38050,20,0.5,11,80
38051,20,0.5,11,60
38052,20,0.5,11,70
38053,20,0.5,11,50
38054,20,0.5,11,70
38055,20,0.5,11,80
38056,20,0.5,11,70
38057,20,0.5,11,70
38058,20,0.5,11,50
38059,20,0.5,11,70
38060,20,0.5,11,60
38061,20,0.5,11,70
38062,20,0.5,11,80
38063,20,0.5,11,70
38064,20,0.5,11,70
38065,20,0.5,11,60
38066,20,0.5,11,80
38067,20,0.5,11,70
38068,20,0.5,11,80
38069,20,0.5,11,80
38070,20,0.5,11,60
38071,20,0.5,11,50
38072,20,0.5,11,60
38073,20,0.5,11,50
38074,20,0.5,11,60
38075,20,0.5,11,70
38076,20,0.5,11,70
38077,20,0.5,11,60
38078,20,0.5,11,80
38079,20,0.5,11,60
38080,20,0.5,11,80
38081,20,0.5,11,70
38082,20,0.5,11,80
38083,20,0.5,11,70
38084,20,0.5,11,70
38085,20,0.5,11,80
38086,20,0.5,11,60
38087,20,0.5,11,70
38088,20,0.5,11,80
38089,20,0.5,11,80
38090,20,0.5,11,80
38091,20,0.5,11,70
38092,20,0.5,11,70
38093,20,0.5,11,70
38094,20,0.5,11,70
38095,20,0.5,11,80
38096,20,0.5,11,80
38097,20,0.5,11,70
38098,20,0.5,11,70
38099,20,0.5,11,70
38100,20,0.5,11,80
38101,20,0.5,11,80
38102,20,0.5,11,70
38103,20,0.5,11,60
38104,20,0.5,11,80
38105,20,0.5,11,80
38106,20,0.5,11,70
38107,20,0.5,11,70
38108,20,0.5,11,70
38109,20,0.5,11,80
38110,20,0.5,11,80
38111,20,0.5,11,80
38112,20,0.5,11,50
38113,20,0.5,11,70
38114,20,0.5,11,70
38115,20,0.5,11,60
38116,20,0.5,11,80
38117,20,0.5,11,60
38118,20,0.5,11,70
38119,20,0.5,11,80
38120,20,0.5,11,60
38121,20,0.5,11,70
38122,20,0.5,11,70
38123,20,0.5,11,80
38124,20,0.5,11,70
38125,20,0.5,11,80
38126,20,0.5,11,40
38127,20,0.5,11,70
38128,20,0.5,11,60
38129,20,0.5,11,70
38130,20,0.5,11,60
38131,20,0.5,11,60
38132,20,0.5,11,80
38133,20,0.5,11,70
38134,20,0.5,11,70
38135,20,0.5,11,70
38136,20,0.5,11,60
38137,20,0.5,11,70
38138,20,0.5,11,80
38139,20,0.5,11,80
38140,20,0.5,11,60
38141,20,0.5,11,80
38142,20,0.5,11,70
38143,20,0.5,11,60
38144,20,0.5,11,70
38145,20,0.5,11,70
38146,20,0.5,11,80
38147,20,0.5,11,60
38148,20,0.5,11,60
38149,20,0.5,11,80
38150,20,0.5,11,60
38151,20,0.5,11,80
38152,20,0.5,11,60
38153,20,0.5,11,50
38154,20,0.5,11,80
38155,20,0.5,11,60
38156,20,0.5,11,80
38157,20,0.5,11,70
38158,20,0.5,11,60
38159,20,0.5,11,70
38160,20,0.5,11,70
38161,20,0.5,11,70
38162,20,0.5,11,80
38163,20,0.5,11,80
38164,20,0.5,11,80
38165,20,0.5,11,60
38166,20,0.5,11,70
38167,20,0.5,11,70
38168,20,0.5,11,80
38169,20,0.5,11,70
38170,20,0.5,11,80
38171,20,0.5,11,70
38172,20,0.5,11,80
38173,20,0.5,11,60
38174,20,0.5,11,60
38175,20,0.5,11,70
38176,20,0.5,11,70
38177,20,0.5,11,70
38178,20,0.5,11,70
38179,20,0.5,11,60
38180,20,0.5,11,60
38181,20,0.5,11,60
38182,20,0.5,11,80
38183,20,0.5,11,80
38184,20,0.5,11,80
38185,20,0.5,11,70
38186,20,0.5,11,80
38187,20,0.5,11,60
38188,20,0.5,11,50
38189,20,0.5,11,80
38190,20,0.5,11,70
38191,20,0.5,11,80
38192,20,0.5,11,70
38193,20,0.5,11,70
38194,20,0.5,11,80
38195,20,0.5,11,70
38196,20,0.5,11,70
38197,20,0.5,11,70
38198,20,0.5,11,70
38199,20,0.5,11,70
38200,20,0.5,11,60
38201,20,0.5,11,80
38202,20,0.5,11,70
38203,20,0.5,11,80
38204,20,0.5,11,80
38205,20,0.5,11,80
38206,20,0.5,11,70
38207,20,0.5,11,80
38208,20,0.5,11,80
38209,20,0.5,11,70
38210,20,0.5,11,70
38211,20,0.5,11,80
38212,20,0.5,11,70
38213,20,0.5,11,60
38214,20,0.5,11,80
38215,20,0.5,11,80
38216,20,0.5,11,70
38217,20,0.5,11,60
38218,20,0.5,11,70
38219,20,0.5,11,80
38220,20,0.5,11,60
38221,20,0.5,11,70
38222,20,0.5,11,60
38223,20,0.5,11,80
38224,20,0.5,11,70
38225,20,0.5,11,80
38226,20,0.5,11,60
38227,20,0.5,11,80
38228,20,0.5,11,80
38229,20,0.5,11,70
38230,20,0.5,11,80
38231,20,0.5,11,70
38232,20,0.5,11,50
38233,20,0.5,11,70
38234,20,0.5,11,70
38235,20,0.5,11,80
38236,20,0.5,11,60
38237,20,0.5,11,70
38238,20,0.5,11,70
38239,20,0.5,11,70
38240,20,0.5,11,80
38241,20,0.5,11,70
38242,20,0.5,11,70
38243,20,0.5,11,70
38244,20,0.5,11,80
38245,20,0.5,11,70
38246,20,0.5,11,80
38247,20,0.5,11,60
38248,20,0.5,11,80
38249,20,0.5,11,70
38250,20,0.5,11,60
38251,20,0.5,11,80
38252,20,0.5,11,60
38253,20,0.5,11,80
38254,20,0.5,11,60
38255,20,0.5,11,70
38256,20,0.5,11,70
38257,20,0.5,11,70
38258,20,0.5,11,70
38259,20,0.5,11,70
38260,20,0.5,11,70
38261,20,0.5,11,70
38262,20,0.5,11,70
38263,20,0.5,11,70
38264,20,0.5,11,70
38265,20,0.5,11,50
38266,20,0.5,11,70
38267,20,0.5,11,80
38268,20,0.5,11,50
38269,20,0.5,11,50
38270,20,0.5,11,70
38271,20,0.5,11,60
38272,20,0.5,11,80
38273,20,0.5,11,70
38274,20,0.5,11,70
38275,20,0.5,11,70
38276,20,0.5,11,60
38277,20,0.5,11,60
38278,20,0.5,11,60
38279,20,0.5,11,60
38280,20,0.5,11,70
38281,20,0.5,11,80
38282,20,0.5,11,60
38283,20,0.5,11,80
38284,20,0.5,11,80
38285,20,0.5,11,60
38286,20,0.5,11,80
38287,20,0.5,11,50
38288,20,0.5,11,70
38289,20,0.5,11,40
38290,20,0.5,11,80
38291,20,0.5,11,80
38292,20,0.5,11,70
38293,20,0.5,11,70
38294,20,0.5,11,70
38295,20,0.5,11,70
38296,20,0.5,11,60
38297,20,0.5,11,70
38298,20,0.5,11,60
38299,20,0.5,11,60
38300,20,0.5,11,80
38301,20,0.5,11,70
38302,20,0.5,11,60
38303,20,0.5,11,80
38304,20,0.5,11,60
38305,20,0.5,11,70
38306,20,0.5,11,60
38307,20,0.5,11,80
38308,20,0.5,11,80
38309,20,0.5,11,50
38310,20,0.5,11,70
38311,20,0.5,11,80
38312,20,0.5,11,80
38313,20,0.5,11,70
38314,20,0.5,11,50
38315,20,0.5,11,80
38316,20,0.5,11,70
38317,20,0.5,11,80
38318,20,0.5,11,60
38319,20,0.5,11,80
38320,20,0.5,11,80
38321,20,0.5,11,60
38322,20,0.5,11,80
38323,20,0.5,11,80
38324,20,0.5,11,70
38325,20,0.5,11,80
38326,20,0.5,11,80
38327,20,0.5,11,40
38328,20,0.5,11,60
38329,20,0.5,11,80
38330,20,0.5,11,70
